Indicator	Category	Ransomware	Keylogger	Worm	Backdoor	Techniques
Contains reference to windowsserver2003-kb943295-x86-fra.exe which is Update Package.	references	0	0	0	0	
Contains reference to windowsserver2003-kb943295-x86-hun.exe which is Update Package.	references	0	0	0	0	
Contains reference to windowsserver2003-kb943295-x86-ita.exe which is Update Package.	references	0	0	0	0	
Contains reference to windowsserver2003-kb943295-x86-jpn.exe which is Update Package.	references	0	0	0	0	
Contains reference to windowsserver2003-kb943295-x86-kor.exe which is Update Package.	references	0	0	0	0	
Contains reference to windowsserver2003-kb943295-x86-nld.exe which is Update Package.	references	0	0	0	0	
Contains reference to windowsserver2003-kb943295-x86-plk.exe which is Update Package.	references	0	0	0	0	
Contains reference to windowsserver2003-kb943295-x86-ptb.exe which is Update Package.	references	0	0	0	0	
Contains reference to windowsserver2003-kb943295-x86-ptg.exe which is Update Package.	references	0	0	0	0	
Contains reference to windowsserver2003-kb943295-x86-rus.exe which is Update Package.	references	0	0	0	0	
Contains reference to windowsserver2003-kb943295-x86-sve.exe which is Update Package.	references	0	0	0	0	
Contains reference to windowsserver2003-kb943295-x86-trk.exe which is Update Package.	references	0	0	0	0	
Contains reference to windowsserver2003.windowsxp-kb943295-x64-chs.exe which is Update Package.	references	0	0	0	0	
Contains reference to windowsserver2003.windowsxp-kb943295-x64-cht.exe which is Update Package.	references	0	0	0	0	
Contains reference to windowsserver2003.windowsxp-kb943295-x64-deu.exe which is Update Package.	references	0	0	0	0	
Contains reference to windowsserver2003.windowsxp-kb943295-x64-enu.exe which is Update Package.	references	0	0	0	0	
Contains reference to windowsserver2003.windowsxp-kb943295-x64-esn.exe which is Update Package.	references	0	0	0	0	
Contains reference to windowsserver2003.windowsxp-kb943295-x64-fra.exe which is Update Package.	references	0	0	0	0	
Contains reference to windowsserver2003.windowsxp-kb943295-x64-ita.exe which is Update Package.	references	0	0	0	0	
Contains reference to windowsserver2003.windowsxp-kb943295-x64-jpn.exe which is Update Package.	references	0	0	0	0	
Contains reference to windowsserver2003.windowsxp-kb943295-x64-kor.exe which is Update Package.	references	0	0	0	0	
Contains reference to windowsserver2003.windowsxp-kb943295-x64-ptb.exe which is Update Package.	references	0	0	0	0	
Contains reference to windowsserver2003.windowsxp-kb943295-x64-rus.exe which is Update Package.	references	0	0	0	0	
Contains reference to windowsultimateextrascpl.dll which is Windows Ultimate Extras.	references	0	0	0	0	
Contains reference to winetcfg.dll which is Internet Connection Wizard Library.	references	0	0	0	0	
Contains reference to winetcomm.dll which is Microsoft Internet Messaging API.	references	0	0	0	0	
Contains reference to winetcpl.cpl which is Internet Control Panel.	references	0	0	0	0	
Contains reference to winetcplc.dll which is Internet Control Panel.	references	0	0	0	0	
Contains reference to winethc.dll which is WinInet Helper Class.	references	0	0	0	0	
Contains reference to winetmgr.dll which is IIS MMC Snapin Module.	references	0	0	0	0	
Contains reference to winetmgr.exe which is IIS Admin Program.	references	0	0	0	0	
Contains reference to winetmib1.dll which is Microsoft MIB-II subagent.	references	0	0	0	0	
Contains reference to winetpp.dll which is Internet Print Provider DLL.	references	0	0	0	0	
Contains reference to winetppui.dll which is Internet Print Client DLL.	references	0	0	0	0	
Contains reference to winetres.dll which is Microsoft Internet Messaging API Resources.	references	0	0	0	0	
Contains reference to winetwiz.exe which is Internet Connection Wizard.	references	0	0	0	0	
Contains reference to winfax.dll which is Microsoft  Fax API Support DLL.	references	0	0	0	0	
Contains reference to winfoadmn.dll which is Internet Info Server Admin Client API Stubs.	references	0	0	0	0	
Contains reference to winfoctrs.dll which is Common Internet Information Service Performance Counters.	references	0	0	0	0	
Contains reference to winfosoft.dll which is Wordbreaker and stemmer dll.	references	0	0	0	0	
Contains reference to winfxdocobj.exe which is WinFX Runtime Components.	references	0	0	0	0	
Contains reference to winhlp32.exe which is Windows Winhlp32 Stub.	references	0	0	0	0	
Contains reference to winhstb.exe which is Windows Winhlp32 Stub.	references	0	0	0	0	
Contains reference to winhttp.dll which is Windows HTTP Services.	references	0	0	0	0	
Contains reference to winhv.sys which is Windows Hypervisor Interface Driver.	references	0	0	0	0	
Contains reference to winhvr.sys which is Windows Hypervisor Root Interface Driver.	references	0	0	0	0	
Contains reference to wininet.dll which is Internet Extensions for Win32.	references	0	0	0	0	
Contains reference to wininetplugin.dll which is WinInet Migration Helper.	references	0	0	0	0	
Contains reference to wininit.exe which is Windows Start-Up Application.	references	0	0	0	1	
Contains reference to wininitext.dll which is WinInit Utility Extension DLL.	references	0	0	0	0	
Contains reference to winipsec.dll which is Windows IPsec SPD Client DLL.	references	0	0	0	0	
Contains reference to winitpki.dll which is Microsoft Trust Installation and Setup.	references	0	0	0	0	
Contains reference to winlangdb.dll which is Windows Bcp47 Language Database.	references	0	0	0	0	
Contains reference to winlgdep.dll which is WinLogon Deployment Library.	references	0	0	0	0	
Contains reference to winload.exe which is OS Loader.	references	0	0	0	0	
Contains reference to winlogon.exe which is Windows NT Logon Application.	references	0	0	0	1	
Contains reference to winlogonext.dll which is WinLogon Utility Extension DLL.	references	0	0	0	0	
Contains reference to winmad.sys which is Kernel WinMad.	references	0	0	0	0	
Contains reference to winmail.exe which is Windows Mail.	references	0	0	0	0	
Contains reference to winmde.dll which is WinMDE DLL.	references	0	0	0	0	
Contains reference to winmeet.h1s which is Compiled Microsoft Help 2.0 Title.	references	0	0	0	0	
Contains reference to winmeetb.h1s which is Compiled Microsoft Help 2.0 Title.	references	0	0	0	0	
Contains reference to winmgmt.exe which is Windows Management Instrumentation (WMI).	references	0	0	0	0	
Contains reference to winmine.exe which is Entertainment Pack Minesweeper Game.	references	0	0	0	0	
Contains reference to winmm.dll which is MCI API DLL.	references	0	0	0	0	
Contains reference to winmmbase.dll which is Base Multimedia Extension API DLL.	references	0	0	0	0	
Contains reference to winmsd.exe which is System Information.	references	0	0	0	0	
Contains reference to winmsoirmprotector.dll which is Windows Office file format IRM Protector.	references	0	0	0	0	
Contains reference to winnat.sys which is Windows NAT Driver.	references	0	0	0	0	
Contains reference to winnsi.dll which is Network Store Information RPC interface.	references	0	0	0	0	
Contains reference to winntbbu.dll which is Windows Setup BillBrd DLL.	references	0	0	0	0	
Contains reference to winopcirmprotector.dll which is Windows Office file format IRM Protector.	references	0	0	0	0	
Contains reference to winpop.exe which is Microsoft Windows POP3 Service.	references	0	0	0	0	
Contains reference to winprint.dll which is Windows Print Processor DLL.	references	0	0	0	0	
Contains reference to winput.dll which is Text Input DLL.	references	0	0	0	0	
Contains reference to winresume.exe which is Resume From Hibernate boot application.	references	0	0	0	0	
Contains reference to winrnr.dll which is LDAP RnR Provider DLL.	references	0	0	0	0	
Contains reference to winrshost.exe which is Host Process for WinRM's Remote Shell plugin.	references	0	0	0	0	
Contains reference to winrsmgr.dll which is WSMan Shell API.	references	0	0	0	0	
Contains reference to winrttracing.dll which is Windows Diagnostics Tracing.	references	0	0	0	0	
Contains reference to wins.exe which is WINS SERVER.	references	0	0	0	0	
Contains reference to wins.h1s which is Compiled Microsoft Help 2.0 Title.	references	0	0	0	0	
Contains reference to wins_start.h1s which is Compiled Microsoft Help 2.0 Title.	references	0	0	0	0	
Contains reference to winsat.exe which is Windows System Assessment Tool.	references	0	0	0	0	
Contains reference to winsatapi.dll which is Windows System Assessment Tool API.	references	0	0	0	0	
Contains reference to winscard.dll which is Microsoft Smart Card API.	references	0	0	0	0	
Contains reference to winsctrs.dll which is WINS Service Performance Counters.	references	0	0	0	0	
Contains reference to winseng.dll which is Install engine.	references	0	0	0	0	
Contains reference to winsetup.dll which is Windows System Setup.	references	0	0	0	0	
Contains reference to winsetupui.dll which is Windows Setup UI.	references	0	0	0	0	
Contains reference to winsevnt.dll which is WINS Event Log Messages.	references	0	0	0	0	
Contains reference to winshfhc.dll which is File Has Code parser.	references	0	0	0	0	
Contains reference to winsku.dll which is Windows SKU Library.	references	0	0	0	0	
Contains reference to winsmib.dll which is WINS SNMP AGENT.	references	0	0	0	0	
Contains reference to winsmon.dll which is WINS Monitor Dll.	references	0	0	0	0	
Contains reference to winsockai.dll which is Winsock Advanced Installers.	references	0	0	0	0	
Contains reference to winsockhc.dll which is Winsock Network Diagnostic Helper Class.	references	0	0	0	0	
Contains reference to winsplgn.dll which is Microsoft WINS Server Migration Plugin.	references	0	0	0	0	
Contains reference to winsrpc.dll which is WINS RPC LIBRARY.	references	0	0	0	0	
Contains reference to winsrv.dll which is Multi-User Windows Server DLL.	references	0	0	0	0	
Contains reference to winssnap.dll which is WINS Management Snapin.	references	0	0	0	0	
Contains reference to winsta.dll which is Winstation Library.	references	0	0	0	0	
Contains reference to winstnm.exe which is 32-bit NetMeeting Installer for Win64.	references	0	0	0	0	
Contains reference to winsync.dll which is Synchronization Framework.	references	0	0	0	0	
Contains reference to winsyncmetastore.dll which is Windows Synchronization Metadata Store.	references	0	0	0	0	
Contains reference to winsyncproviders.dll which is Windows Synchronization Provider Framework.	references	0	0	0	0	
Contains reference to wintargetps.dll which is WinTarget proxy stub dll.	references	0	0	0	0	
Contains reference to wintl.cpl which is Control Panel DLL.	references	0	0	0	0	
Contains reference to wintrust.dll which is Microsoft Trust Verification APIs.	references	0	0	0	0	
Contains reference to wintypes.dll which is Windows Base Types DLL.	references	0	0	0	0	
Contains reference to winusb.dll which is Windows USB Driver User Library.	references	0	0	0	0	
Contains reference to winusb.sys which is Windows USB Class Driver BETA.	references	0	0	0	0	
Contains reference to winuse.exe which is InUse - replaces files currently in use by OS.	references	0	0	0	0	
Contains reference to winver.exe which is Version Reporter Applet.	references	0	0	0	0	
Contains reference to winverbs.sys which is Kernel WinVerbs.	references	0	0	0	0	
Contains reference to wiologmsg.dll which is IO Logging DLL.	references	0	0	0	0	
Contains reference to wipbootp.dll which is IP BOOTP.	references	0	0	0	0	
Contains reference to wipconfig.exe which is IP Configuration Utility.	references	0	0	0	0	
Contains reference to wiphlpapi.dll which is IP Helper API.	references	0	0	0	0	
Contains reference to wipmontr.dll which is IP Router Monitor DLL.	references	0	0	0	0	
Contains reference to wipnathlp.dll which is Microsoft NAT Helper Components.	references	0	0	0	0	
Contains reference to wippromon.dll which is IP Protocols Monitor DLL.	references	0	0	0	0	
Contains reference to wiprip.dll which is Microsoft RIP for Internet Protocol.	references	0	0	0	0	
Contains reference to wiprop.dll which is OLE PropertySet Implementation.	references	0	0	0	0	
Contains reference to wiprtprio.dll which is IP Routing Protocol Priority DLL.	references	0	0	0	0	
Contains reference to wiprtrmgr.dll which is IP Router Manager.	references	0	0	0	0	
Contains reference to wipsec6.exe which is IPv6 Security Configuration Utility.	references	0	0	0	0	
Contains reference to wipsecsnp.dll which is IP Security Policy Management Snap-in.	references	0	0	0	0	
Contains reference to wipsecsvc.dll which is Windows IPSec SPD Server DLL.	references	0	0	0	0	
Contains reference to wipsink.ax which is WDM Streaming IPSINK Property Set Interface Handler Plug-In.	references	0	0	0	0	
Contains reference to wipsmsnap.dll which is IP Security Monitor Snap-in.	references	0	0	0	0	
Contains reference to wipsnap.dll which is IP Routing Management Snapin.	references	0	0	0	0	
Contains reference to wipv6mon.dll which is IPv6 Monitor DLL.	references	0	0	0	0	
Contains reference to wipxroute.exe which is NWLink Source Routing Application.	references	0	0	0	0	
